dataset,dataset_key,id,feature_id,annotator2_value
SMS Spam,sms_spam,sms_spam_02836,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_02836,creates_urgency,0
SMS Spam,sms_spam,sms_spam_02836,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_02836,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_02836,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_02836,asks_click_link,0
SMS Spam,sms_spam,sms_spam_02836,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_02836,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_02836,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_02836,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_02836,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_02836,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_02836,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_03950,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_03950,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_03950,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_03950,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_03950,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_03950,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_03950,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_03950,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_03950,creates_urgency,0
SMS Spam,sms_spam,sms_spam_03950,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_03950,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03950,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_03950,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03950,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_03950,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03950,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_03950,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_03950,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_03950,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_03950,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_01928,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_01928,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_01928,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_01928,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_01928,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_01928,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_01928,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_01928,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_01928,creates_urgency,0
SMS Spam,sms_spam,sms_spam_01928,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_01928,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_01928,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_01928,asks_click_link,0
SMS Spam,sms_spam,sms_spam_01928,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_01928,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_01928,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_01928,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_01928,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_01928,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_01928,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_04295,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04295,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04295,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_04295,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_04295,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_04295,mentions_free_offer,1
SMS Spam,sms_spam,sms_spam_04295,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04295,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_04295,creates_urgency,0
SMS Spam,sms_spam,sms_spam_04295,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_04295,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04295,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_04295,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04295,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_04295,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04295,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_04295,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_04295,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04295,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_04295,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_03221,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_03221,claims_winner_or_selected,1
SMS Spam,sms_spam,sms_spam_03221,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_03221,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_03221,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_03221,mentions_free_offer,1
SMS Spam,sms_spam,sms_spam_03221,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_03221,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_03221,creates_urgency,1
SMS Spam,sms_spam,sms_spam_03221,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_03221,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03221,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_03221,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03221,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_03221,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03221,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_03221,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_03221,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_03221,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_03221,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00293,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00293,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00293,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00293,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00293,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00293,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00293,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00293,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00293,creates_urgency,1
SMS Spam,sms_spam,sms_spam_00293,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_00293,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00293,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00293,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00293,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00293,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00293,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_00293,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_00293,mentions_meeting_family_friends,1
SMS Spam,sms_spam,sms_spam_00293,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00293,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_01415,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_01415,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_01415,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_01415,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_01415,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_01415,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_01415,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_01415,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_01415,creates_urgency,1
SMS Spam,sms_spam,sms_spam_01415,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_01415,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_01415,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_01415,asks_click_link,0
SMS Spam,sms_spam,sms_spam_01415,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_01415,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_01415,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_01415,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_01415,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_01415,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_01415,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00578,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00578,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00578,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00578,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00578,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00578,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00578,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00578,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00578,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00578,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00578,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00578,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00578,asks_click_link,1
SMS Spam,sms_spam,sms_spam_00578,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00578,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00578,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00578,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00578,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00578,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00578,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00627,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00627,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00627,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00627,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00627,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00627,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00627,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00627,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00627,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00627,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00627,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00627,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_00627,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00627,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00627,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00627,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00627,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00627,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00627,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00627,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_02111,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_02111,claims_winner_or_selected,1
SMS Spam,sms_spam,sms_spam_02111,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_02111,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_02111,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_02111,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_02111,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_02111,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_02111,creates_urgency,1
SMS Spam,sms_spam,sms_spam_02111,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_02111,threatens_loss_or_penalty,1
SMS Spam,sms_spam,sms_spam_02111,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_02111,asks_click_link,0
SMS Spam,sms_spam,sms_spam_02111,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_02111,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_02111,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_02111,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_02111,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_02111,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_02111,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_03574,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_03574,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_03574,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_03574,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_03574,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_03574,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_03574,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_03574,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_03574,creates_urgency,0
SMS Spam,sms_spam,sms_spam_03574,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_03574,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03574,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_03574,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03574,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_03574,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03574,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_03574,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_03574,mentions_meeting_family_friends,1
SMS Spam,sms_spam,sms_spam_03574,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_03574,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_04365,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04365,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04365,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_04365,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_04365,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_04365,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04365,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04365,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_04365,creates_urgency,1
SMS Spam,sms_spam,sms_spam_04365,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_04365,threatens_loss_or_penalty,1
SMS Spam,sms_spam,sms_spam_04365,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_04365,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04365,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_04365,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04365,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_04365,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_04365,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04365,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_04365,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00908,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_00908,claims_winner_or_selected,1
SMS Spam,sms_spam,sms_spam_00908,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_00908,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00908,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00908,mentions_free_offer,1
SMS Spam,sms_spam,sms_spam_00908,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00908,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00908,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00908,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00908,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00908,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_00908,asks_click_link,1
SMS Spam,sms_spam,sms_spam_00908,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00908,requests_personal_information,1
SMS Spam,sms_spam,sms_spam_00908,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00908,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00908,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00908,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_00908,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00826,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00826,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00826,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00826,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00826,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00826,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00826,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00826,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00826,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00826,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00826,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00826,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_00826,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00826,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00826,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00826,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00826,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_00826,mentions_meeting_family_friends,1
SMS Spam,sms_spam,sms_spam_00826,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00826,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_04327,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04327,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04327,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_04327,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_04327,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_04327,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04327,mentions_discount_or_rate,1
SMS Spam,sms_spam,sms_spam_04327,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_04327,creates_urgency,0
SMS Spam,sms_spam,sms_spam_04327,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_04327,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04327,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_04327,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04327,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_04327,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04327,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_04327,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_04327,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04327,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_04327,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00329,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00329,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00329,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00329,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00329,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00329,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00329,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00329,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00329,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00329,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00329,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00329,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00329,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00329,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00329,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00329,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00329,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_00329,mentions_meeting_family_friends,1
SMS Spam,sms_spam,sms_spam_00329,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00329,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_01353,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_01353,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_01353,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_01353,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_01353,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_01353,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_01353,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_01353,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_01353,creates_urgency,0
SMS Spam,sms_spam,sms_spam_01353,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_01353,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_01353,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_01353,asks_click_link,0
SMS Spam,sms_spam,sms_spam_01353,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_01353,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_01353,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_01353,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_01353,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_01353,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_01353,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_04991,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04991,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04991,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_04991,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_04991,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_04991,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04991,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04991,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_04991,creates_urgency,0
SMS Spam,sms_spam,sms_spam_04991,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_04991,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04991,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_04991,asks_click_link,0
