dataset,dataset_key,id,label,feature_id,llm_value
SMS Spam,sms_spam,sms_spam_03121,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_03121,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_02836,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_02836,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_02836,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_free_offer,1
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_discount_or_rate,1
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_02836,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_02836,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_02836,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_02836,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_02836,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_02836,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_02836,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_02836,spam,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_02836,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_02836,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_02836,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_02836,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_03950,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_03950,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_03950,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_discount_or_rate,1
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_03950,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_03950,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_03950,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03950,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_03950,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03950,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_03950,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03950,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_03950,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_03950,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_03950,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_03950,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_01928,ham,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_01928,ham,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_01928,ham,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_01928,ham,creates_urgency,0
SMS Spam,sms_spam,sms_spam_01928,ham,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_01928,ham,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_01928,ham,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_01928,ham,asks_click_link,0
SMS Spam,sms_spam,sms_spam_01928,ham,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_01928,ham,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_01928,ham,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_01928,ham,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_01928,ham,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_01928,ham,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_01928,ham,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04295,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04295,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_04295,spam,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_04295,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_04295,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_04295,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04295,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_04295,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04295,spam,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_04295,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04295,spam,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_04295,spam,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_04295,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04295,spam,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_04295,spam,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_03221,spam,claims_winner_or_selected,1
SMS Spam,sms_spam,sms_spam_03221,spam,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_03221,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_free_offer,1
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_03221,spam,creates_urgency,1
SMS Spam,sms_spam,sms_spam_03221,spam,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_03221,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03221,spam,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_03221,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03221,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_03221,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03221,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_03221,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_03221,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_03221,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_03221,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00293,ham,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00293,ham,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00293,ham,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00293,ham,creates_urgency,1
SMS Spam,sms_spam,sms_spam_00293,ham,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_00293,ham,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00293,ham,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00293,ham,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00293,ham,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00293,ham,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00293,ham,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_00293,ham,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00293,ham,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00293,ham,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00293,ham,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_01415,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_01415,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_01415,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_01415,spam,creates_urgency,1
SMS Spam,sms_spam,sms_spam_01415,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_01415,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_01415,spam,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_01415,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_01415,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_01415,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_01415,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_01415,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_01415,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_01415,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_01415,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00578,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00578,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00578,spam,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00578,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00578,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00578,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00578,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00578,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00578,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00578,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00578,spam,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00578,spam,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_00578,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00578,spam,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00578,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00627,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00627,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00627,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00627,spam,creates_urgency,1
SMS Spam,sms_spam,sms_spam_00627,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00627,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00627,spam,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_00627,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00627,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00627,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00627,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_00627,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00627,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00627,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_00627,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_prize_reward_gift,1
SMS Spam,sms_spam,sms_spam_02111,spam,claims_winner_or_selected,1
SMS Spam,sms_spam,sms_spam_02111,spam,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_02111,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_02111,spam,creates_urgency,1
SMS Spam,sms_spam,sms_spam_02111,spam,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_02111,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_02111,spam,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_02111,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_02111,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_02111,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_02111,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_02111,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_02111,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_02111,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_02111,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_03574,ham,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_03574,ham,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_03574,ham,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_03574,ham,creates_urgency,0
SMS Spam,sms_spam,sms_spam_03574,ham,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_03574,ham,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_03574,ham,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_03574,ham,asks_click_link,0
SMS Spam,sms_spam,sms_spam_03574,ham,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_03574,ham,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_03574,ham,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_03574,ham,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_03574,ham,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_03574,ham,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_03574,ham,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04365,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04365,spam,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_04365,spam,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_04365,spam,creates_urgency,1
SMS Spam,sms_spam,sms_spam_04365,spam,uses_deadline_or_expiry,1
SMS Spam,sms_spam,sms_spam_04365,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04365,spam,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_04365,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04365,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_04365,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04365,spam,requests_immediate_action,1
SMS Spam,sms_spam,sms_spam_04365,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_04365,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04365,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_04365,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00908,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00908,spam,impersonates_official_entity,1
SMS Spam,sms_spam,sms_spam_00908,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_00908,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00908,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00908,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00908,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00908,spam,asks_click_link,1
SMS Spam,sms_spam,sms_spam_00908,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_00908,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00908,spam,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00908,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00908,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00908,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_00908,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00826,ham,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00826,ham,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00826,ham,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00826,ham,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00826,ham,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00826,ham,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00826,ham,contains_all_caps_or_exclamation_emphasis,1
SMS Spam,sms_spam,sms_spam_00826,ham,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00826,ham,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00826,ham,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00826,ham,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00826,ham,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_00826,ham,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00826,ham,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_00826,ham,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_04327,spam,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_04327,spam,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_04327,spam,uses_promotional_or_marketing_claim,1
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_money_payment,1
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_financial_gain_or_cost,1
SMS Spam,sms_spam,sms_spam_04327,spam,creates_urgency,0
SMS Spam,sms_spam,sms_spam_04327,spam,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_04327,spam,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_04327,spam,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_04327,spam,asks_click_link,0
SMS Spam,sms_spam,sms_spam_04327,spam,asks_user_reply_or_call,1
SMS Spam,sms_spam,sms_spam_04327,spam,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_04327,spam,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_04327,spam,normal_personal_conversation,0
SMS Spam,sms_spam,sms_spam_04327,spam,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_04327,spam,uses_casual_emotional_language,0
SMS Spam,sms_spam,sms_spam_04327,spam,refers_previous_conversation,0
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_00329,ham,claims_winner_or_selected,0
SMS Spam,sms_spam,sms_spam_00329,ham,impersonates_official_entity,0
SMS Spam,sms_spam,sms_spam_00329,ham,uses_promotional_or_marketing_claim,0
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_money_payment,0
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_free_offer,0
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_discount_or_rate,0
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_financial_gain_or_cost,0
SMS Spam,sms_spam,sms_spam_00329,ham,creates_urgency,0
SMS Spam,sms_spam,sms_spam_00329,ham,uses_deadline_or_expiry,0
SMS Spam,sms_spam,sms_spam_00329,ham,threatens_loss_or_penalty,0
SMS Spam,sms_spam,sms_spam_00329,ham,contains_all_caps_or_exclamation_emphasis,0
SMS Spam,sms_spam,sms_spam_00329,ham,asks_click_link,0
SMS Spam,sms_spam,sms_spam_00329,ham,asks_user_reply_or_call,0
SMS Spam,sms_spam,sms_spam_00329,ham,requests_personal_information,0
SMS Spam,sms_spam,sms_spam_00329,ham,requests_immediate_action,0
SMS Spam,sms_spam,sms_spam_00329,ham,normal_personal_conversation,1
SMS Spam,sms_spam,sms_spam_00329,ham,mentions_meeting_family_friends,0
SMS Spam,sms_spam,sms_spam_00329,ham,uses_casual_emotional_language,1
SMS Spam,sms_spam,sms_spam_00329,ham,refers_previous_conversation,1
SMS Spam,sms_spam,sms_spam_01353,spam,mentions_prize_reward_gift,0
SMS Spam,sms_spam,sms_spam_01353,spam,claims_winner_or_selected,0
